Id,BldgType,HouseStyle,OverallQual,GrLivArea,SalePrice,Neighborhood,LotArea,TotRmsAbvGrd
80,1Fam,2Story,5,1230,110000,OldTown,10440,5
94,2fmCon,2.5Unf,6,2291,133900,OldTown,7200,9
107,1Fam,1Story,4,1047,100000,OldTown,10800,6
108,1Fam,1Story,5,789,115000,OldTown,6000,5
128,1Fam,1.5Unf,5,840,87000,OldTown,4388,5
155,1Fam,1Story,6,1200,125000,OldTown,11340,7
164,1Fam,1.5Unf,4,882,103200,OldTown,5500,4
165,1Fam,1Story,6,1616,152000,OldTown,5400,5
171,1Fam,1.5Fin,5,1382,128500,OldTown,12358,7
180,1Fam,1Story,5,968,100000,OldTown,8520,5
184,1Fam,1.5Fin,7,2082,200000,OldTown,11426,6
186,1Fam,2.5Fin,10,3608,475000,OldTown,22950,12
188,1Fam,1.5Fin,5,1656,135000,OldTown,10410,8
199,1Fam,2.5Fin,6,2229,104000,OldTown,5520,8
203,1Fam,1.5Fin,6,1310,112000,OldTown,7000,6
205,1Fam,1.5Fin,5,1284,110000,OldTown,3500,5
218,1Fam,2Story,4,1328,107000,OldTown,9906,8
242,1Fam,1Story,5,866,110500,OldTown,3880,4
243,1Fam,1.5Fin,5,1440,79000,OldTown,5000,6
247,2fmCon,2Story,6,1928,137000,OldTown,9142,9
260,1Fam,1Story,5,882,97000,OldTown,12702,4
264,1Fam,1.5Fin,5,1316,130000,OldTown,5500,6
265,1Fam,1Story,5,764,73000,OldTown,5232,4
305,1Fam,2.5Fin,7,3493,295000,OldTown,18386,10
313,2fmCon,1.5Fin,5,1118,119900,OldTown,7800,5
315,1Fam,2Story,7,1641,178000,OldTown,9600,6
324,1Fam,1Story,3,1163,126175,OldTown,5820,6
354,1Fam,1Story,6,720,105900,OldTown,8520,5
395,1Fam,1.5Fin,5,1034,109000,OldTown,10134,5
414,1Fam,1Story,5,1028,115000,OldTown,8960,5
426,1Fam,2Story,7,1389,135000,OldTown,3378,6
432,1Fam,1.5Fin,6,1198,79900,OldTown,5586,7
437,1Fam,1.5Fin,6,1118,116000,OldTown,4400,6
450,1Fam,1.5Fin,3,1183,120000,OldTown,6000,6
451,1Fam,1Story,6,813,110000,OldTown,5684,5
457,1Fam,2Story,5,1344,98000,OldTown,4571,7
459,1Fam,2Story,8,1666,161000,OldTown,5100,7
480,1Fam,1Story,4,1131,89471,OldTown,5925,7
483,1Fam,2Story,7,1826,155000,OldTown,2500,7
489,2fmCon,1.5Fin,5,2414,160000,OldTown,10800,10
495,1Fam,1Story,5,886,91300,OldTown,5784,4
506,Duplex,2Story,5,1960,124500,OldTown,7596,10
509,1Fam,2Story,7,1378,161000,OldTown,9600,7
521,2fmCon,2Story,4,1294,106250,OldTown,10800,7
549,1Fam,1Story,5,825,125000,OldTown,8235,4
552,1Fam,1Story,5,928,112500,OldTown,6000,5
580,1Fam,1.5Fin,5,1795,131500,OldTown,12150,7
584,1Fam,2.5Unf,10,2775,325000,OldTown,13500,9
597,1Fam,2Story,6,1368,114504,OldTown,3600,7
631,1Fam,2Story,5,1750,124000,OldTown,9000,8
635,Duplex,SFoyer,6,1056,144000,OldTown,6979,4
638,2fmCon,1.5Fin,5,1387,93000,OldTown,6000,7
677,1Fam,2Story,4,1774,87000,OldTown,9600,8
678,1Fam,1Story,5,792,109500,OldTown,9022,5
694,1Fam,1Story,5,1073,108480,OldTown,5400,4
704,2fmCon,2Story,5,1812,140000,OldTown,7630,8
717,1Fam,2Story,7,2554,159500,OldTown,10800,8
736,1Fam,2.5Unf,7,1768,163000,OldTown,10800,6
741,1Fam,2Story,5,1432,132000,OldTown,9600,7
748,1Fam,2Story,7,2640,265979,OldTown,11700,8
751,1Fam,1.5Fin,4,1140,96500,OldTown,8800,7
785,1Fam,2.5Unf,6,1484,128000,OldTown,6300,9
787,1Fam,1.5Fin,5,1652,139000,OldTown,10800,7
789,1Fam,1Story,4,901,107900,OldTown,6000,4
810,1Fam,2.5Unf,5,2138,106000,OldTown,8100,11
822,2fmCon,1Story,4,936,93000,OldTown,6000,4
837,1Fam,1Story,5,1559,153500,OldTown,8100,5
842,1Fam,2Story,5,1539,157500,OldTown,10440,8
845,1Fam,1.5Fin,5,1416,153900,OldTown,12665,7
875,1Fam,1.5Fin,5,1131,66500,OldTown,5720,5
946,1Fam,1.5Fin,5,1869,124900,OldTown,8820,7
969,1Fam,1.5Fin,3,968,37900,OldTown,5925,6
987,1Fam,1.5Fin,6,1635,117000,OldTown,5310,5
992,1Fam,2Story,8,1742,168000,OldTown,17671,8
1002,1Fam,1Story,5,691,86000,OldTown,5400,4
1014,1Fam,1Story,5,1022,85000,OldTown,7200,4
1023,1Fam,1.5Fin,5,1248,87000,OldTown,9439,6
1063,2fmCon,2Story,5,2337,90000,OldTown,13600,10
1064,1Fam,1Story,6,1103,110500,OldTown,6000,5
1077,1Fam,1.5Fin,5,1466,170000,OldTown,10800,7
1115,1Fam,1Story,5,833,117000,OldTown,5400,4
1130,Duplex,SFoyer,5,936,140000,OldTown,7200,4
1133,1Fam,2Story,6,2210,117500,OldTown,9900,8
1149,1Fam,1.5Fin,7,1111,116900,OldTown,5700,5
1150,1Fam,2Story,7,1482,143000,OldTown,9000,7
1178,1Fam,1.5Fin,6,1224,115000,OldTown,3950,5
1184,1Fam,1Story,5,1130,120000,OldTown,10800,5
1187,2fmCon,2Story,3,1699,95000,OldTown,10615,7
1193,1Fam,1.5Fin,5,1472,125000,OldTown,9600,6
1198,1Fam,2.5Unf,7,1690,144000,OldTown,8850,7
1249,1Fam,2.5Unf,6,2058,129500,OldTown,9600,8
1267,2fmCon,2.5Unf,7,1889,122000,OldTown,10120,9
1293,1Fam,2Story,5,2372,107500,OldTown,6600,11
1309,1Fam,1Story,5,1122,147000,OldTown,12000,6
1329,1Fam,1.5Fin,6,2792,256000,OldTown,10440,8
1338,1Fam,1Story,4,693,52500,OldTown,4118,4
1346,1Fam,1Story,4,960,108500,OldTown,6000,5
1350,1Fam,2Story,8,2358,122000,OldTown,5250,8
1371,1Fam,1.5Fin,4,1374,105000,OldTown,5400,6
1383,1Fam,2Story,7,1762,157000,OldTown,7200,8
1388,1Fam,1.5Fin,6,2526,136000,OldTown,8520,10
1394,2fmCon,1.5Fin,6,1912,163000,OldTown,10800,7
1405,1Fam,1.5Fin,3,1214,105000,OldTown,10410,6
1409,1Fam,2Story,4,1363,125500,OldTown,7740,6
1417,2fmCon,2Story,4,2290,122500,OldTown,11340,11
1429,1Fam,1Story,5,804,119000,OldTown,7200,4
1433,1Fam,1Story,4,968,64500,OldTown,10800,5
1439,1Fam,1Story,6,1236,149700,OldTown,7407,6
11,1Fam,1Story,5,1040,129500,Sawyer,11200,5
13,1Fam,1Story,5,912,144000,Sawyer,12968,4
18,Duplex,1Story,4,1296,90000,Sawyer,10791,6
25,1Fam,1Story,5,1060,154000,Sawyer,8246,6
32,1Fam,1Story,5,1228,149350,Sawyer,8544,6
50,1Fam,1Story,5,955,127000,Sawyer,7742,6
79,Duplex,1Story,4,1768,136500,Sawyer,10778,8
117,1Fam,1Story,5,1092,139000,Sawyer,11616,6
135,1Fam,1Story,5,1721,180000,Sawyer,10335,7
145,Duplex,1Story,5,1728,125000,Sawyer,9100,10
178,1Fam,1.5Fin,5,1920,172500,Sawyer,13650,8
207,1Fam,1Story,5,1696,143900,Sawyer,13673,8
229,1Fam,1Story,5,912,125000,Sawyer,8521,5
263,1Fam,SLvl,6,1212,151000,Sawyer,8471,6
289,1Fam,1Story,5,900,122000,Sawyer,9819,5
403,1Fam,1Story,5,672,108000,Sawyer,10200,4
406,1Fam,1Story,4,1620,150000,Sawyer,9991,8
417,1Fam,2Story,6,1400,149500,Sawyer,7844,6
463,1Fam,1Story,5,864,62383,Sawyer,8281,5
476,1Fam,1Story,5,970,132500,Sawyer,8480,5
485,1Fam,1Story,5,999,132500,Sawyer,7758,6
499,1Fam,1Story,5,899,130000,Sawyer,7800,5
539,1Fam,1Story,5,1159,158000,Sawyer,11553,7
561,1Fam,1Story,5,1392,121500,Sawyer,11341,5
578,1Fam,SLvl,5,1320,164500,Sawyer,11777,6
588,1Fam,SFoyer,5,860,137000,Sawyer,8740,4
610,1Fam,1Story,4,1029,118500,Sawyer,7943,5
623,1Fam,1Story,5,980,135000,Sawyer,7064,6
669,1Fam,1Story,5,1437,168000,Sawyer,14175,6
680,1Fam,1Story,5,988,128500,Sawyer,9945,5
699,1Fam,1Story,5,894,138500,Sawyer,8450,5
710,1Fam,1Story,5,904,109900,Sawyer,7162,6
715,1Fam,2Story,6,1479,130500,Sawyer,13517,6
734,1Fam,1Story,5,1144,131400,Sawyer,10000,6
735,1Fam,1Story,5,948,108000,Sawyer,8978,6
742,1Fam,1Story,6,912,142000,Sawyer,6768,5
744,1Fam,SLvl,5,1464,175000,Sawyer,12886,6
758,1Fam,2Story,6,1386,158900,Sawyer,11616,6
771,1Fam,SFoyer,5,858,134900,Sawyer,7252,5
778,1Fam,1Story,5,894,142500,Sawyer,13350,5
797,1Fam,1Story,6,1285,143500,Sawyer,8197,7
836,1Fam,1Story,4,1067,128000,Sawyer,9600,4
846,1Fam,SFoyer,5,1701,171000,Sawyer,16647,6
855,1Fam,1Story,5,1779,170000,Sawyer,17920,6
856,1Fam,1Story,5,1040,127000,Sawyer,6897,6
862,2fmCon,1Story,5,1039,131500,Sawyer,11625,6
868,1Fam,1Story,4,1120,129000,Sawyer,6970,5
879,1Fam,SFoyer,5,1155,148000,Sawyer,11782,6
892,1Fam,2Story,6,1683,172500,Sawyer,11184,7
893,1Fam,1Story,6,1068,154500,Sawyer,8414,6
894,1Fam,1Story,5,1383,165000,Sawyer,13284,6
900,1Fam,1Story,5,1236,135000,Sawyer,6993,6
905,1Fam,1Story,5,902,125500,Sawyer,6173,6
958,1Fam,1Story,5,1057,132000,Sawyer,7420,6
980,1Fam,1Story,5,1121,139000,Sawyer,8816,5
1011,1Fam,1.5Fin,5,1271,135000,Sawyer,21286,7
1041,1Fam,1Story,5,1803,155000,Sawyer,13125,8
1082,1Fam,1Story,5,1040,133000,Sawyer,7500,5
1118,1Fam,1Story,5,894,130000,Sawyer,9764,5
1119,1Fam,SLvl,5,1601,140000,Sawyer,13825,6
1138,1Fam,1.5Fin,5,1020,94000,Sawyer,6342,6
1144,1Fam,1Story,5,1006,80000,Sawyer,9000,5
1163,1Fam,1Story,5,894,129000,Sawyer,8724,5
1164,Duplex,SFoyer,4,1258,108959,Sawyer,12900,6
1195,1Fam,2Story,6,1352,158000,Sawyer,9364,7
1200,1Fam,1Story,4,1382,148000,Sawyer,11235,6
1214,1Fam,SLvl,4,960,145000,Sawyer,10246,3
1216,1Fam,1Story,5,894,125000,Sawyer,7094,5
1217,Duplex,1.5Fin,6,1902,112000,Sawyer,8930,8
1222,1Fam,1Story,5,1211,134000,Sawyer,8250,5
1231,Duplex,1.5Fin,5,2620,190000,Sawyer,18890,12
1273,1Fam,1Story,5,935,137000,Sawyer,13526,5
1384,1Fam,1Story,5,1416,112000,Sawyer,25339,7
1446,1Fam,SFoyer,6,913,129000,Sawyer,8400,6
19,1Fam,1Story,5,1114,159000,SawyerW,13695,6
43,1Fam,SFoyer,5,884,144000,SawyerW,9180,5
61,1Fam,1Story,6,1158,158000,SawyerW,13072,5
102,1Fam,2Story,6,1732,178000,SawyerW,9206,7
103,Duplex,1Story,5,1535,118964,SawyerW,7018,8
119,1Fam,2Story,7,3222,320000,SawyerW,12376,11
124,TwnhsE,1Story,6,1199,153900,SawyerW,7892,5
149,1Fam,1Story,7,1080,141000,SawyerW,7500,6
189,Duplex,SFoyer,5,1224,153337,SawyerW,7018,6
209,1Fam,2Story,7,2062,277000,SawyerW,14364,7
238,1Fam,2Story,7,1744,194500,SawyerW,9453,7
244,TwnhsE,2Story,6,1217,120000,SawyerW,10762,6
245,1Fam,2Story,7,2110,205000,SawyerW,8880,8
253,1Fam,2Story,6,1640,173000,SawyerW,8366,6
281,1Fam,2Story,7,1982,228500,SawyerW,11287,7
285,TwnhsE,1Story,6,1575,179200,SawyerW,8012,5
307,1Fam,2Story,7,2243,225000,SawyerW,13474,8
323,1Fam,2Story,7,2730,301000,SawyerW,10380,8
342,1Fam,1Story,4,841,82000,SawyerW,8400,4
373,TwnhsE,1Story,6,752,125000,SawyerW,7175,4
384,1Fam,1.5Unf,6,784,76000,SawyerW,9000,5
415,1Fam,2Story,7,2097,228000,SawyerW,11228,9
427,1Fam,SLvl,7,1644,275000,SawyerW,12800,5
470,1Fam,2Story,6,1710,187000,SawyerW,9291,7
507,1Fam,2Story,8,1911,215000,SawyerW,9554,8
569,1Fam,1.5Fin,8,2132,316600,SawyerW,12327,5
603,1Fam,2Story,8,1915,220000,SawyerW,10041,8
668,1Fam,1Story,6,1679,193500,SawyerW,8125,7
681,TwnhsE,1Story,6,923,143000,SawyerW,8012,5
743,1Fam,1Story,7,1349,179000,SawyerW,8450,6
779,Duplex,1Story,5,2020,144000,SawyerW,8400,10
782,1Fam,2Story,6,1603,175900,SawyerW,7153,7
788,1Fam,2Story,7,2084,233000,SawyerW,10142,8
796,1Fam,2Story,6,1564,171000,SawyerW,8400,7
828,1Fam,1Story,7,1434,189000,SawyerW,8529,6
847,1Fam,2Story,7,1775,213000,SawyerW,9317,7
863,1Fam,1Story,6,1097,152000,SawyerW,9672,6
870,1Fam,2Story,7,1949,236000,SawyerW,9938,8
895,Duplex,1Story,5,1535,118858,SawyerW,7018,8
898,Duplex,2Story,5,2240,142953,SawyerW,7018,12
919,1Fam,2Story,7,2127,238000,SawyerW,13125,8
921,1Fam,2Story,6,1721,201000,SawyerW,8462,7
924,TwnhsE,1Story,6,1617,193000,SawyerW,8012,5
937,1Fam,1Story,7,1200,184900,SawyerW,10083,5
952,1Fam,1Story,5,965,119900,SawyerW,7800,6
973,TwnhsE,1Story,6,918,99500,SawyerW,7892,5
1044,1Fam,2Story,7,2329,262280,SawyerW,11839,10
1086,1Fam,SFoyer,6,996,147000,SawyerW,9069,5
1107,1Fam,1Story,7,1442,179900,SawyerW,10357,6
1134,1Fam,2Story,8,2020,239500,SawyerW,9828,8
1147,1Fam,1Story,6,1298,180000,SawyerW,11200,5
1206,1Fam,1Story,7,2196,271900,SawyerW,14684,7
1207,1Fam,1Story,4,1056,107000,SawyerW,8900,5
1211,1Fam,2Story,6,1845,189000,SawyerW,11218,8
1239,1Fam,1Story,6,1141,142500,SawyerW,13072,6
1310,1Fam,1Story,6,1294,179200,SawyerW,7153,6
1342,1Fam,1Story,6,1114,155000,SawyerW,13695,6
1349,1Fam,1Story,7,1494,215000,SawyerW,16196,5
1414,1Fam,1Story,8,1844,257000,SawyerW,10994,7
7,1Fam,1Story,8,1694,307000,Somerst,10084,7
48,1Fam,1Story,8,1656,249700,Somerst,11096,7
57,Twnhs,2Story,8,1739,172500,Somerst,2645,7
83,1Fam,1Story,8,1563,245000,Somerst,10206,6
88,TwnhsE,2Story,6,1224,164500,Somerst,3951,4
106,1Fam,2Story,8,1992,250000,Somerst,9375,9
116,TwnhsE,2Story,6,1458,176000,Somerst,3230,5
159,1Fam,2Story,7,1947,254900,Somerst,12552,8
181,Twnhs,2Story,6,1525,177000,Somerst,2117,5
197,1Fam,1Story,7,1726,311872,Somerst,9416,8
213,1Fam,2Story,7,1852,252678,Somerst,8640,7
241,1Fam,1Story,8,1566,262500,Somerst,9000,7
257,1Fam,2Story,6,1728,207500,Somerst,8791,7
271,1Fam,2Story,8,1939,266000,Somerst,10728,8
282,1Fam,1Story,6,1262,185000,Somerst,7200,5
284,1Fam,1Story,8,1468,244600,Somerst,9612,6
286,TwnhsE,2Story,7,1250,164700,Somerst,4251,5
298,1Fam,2Story,7,1950,239000,Somerst,7399,7
318,1Fam,2Story,8,1959,270000,Somerst,9000,8
378,1Fam,2Story,8,2466,340000,Somerst,11143,8
382,1Fam,1Story,7,1301,187750,Somerst,7200,5
400,1Fam,2Story,7,1550,241000,Somerst,8125,7
410,1Fam,2Story,8,2078,339750,Somerst,10800,8
413,1Fam,1Story,7,1478,222000,Somerst,4403,7
454,1Fam,2Story,8,1590,210000,Somerst,9000,6
461,1Fam,2Story,8,1935,263435,Somerst,8004,8
502,1Fam,2Story,7,1768,226700,Somerst,9803,7
508,1Fam,1Story,6,1218,208300,Somerst,7862,4
526,1Fam,1Story,7,1266,176000,Somerst,7500,6
550,1Fam,2Story,7,2094,263000,Somerst,9375,8
579,TwnhsE,2Story,7,1392,146000,Somerst,3604,5
604,TwnhsE,2Story,7,1200,151000,Somerst,3182,4
624,TwnhsE,2Story,6,1512,168500,Somerst,2117,4
642,1Fam,2Story,7,1929,226000,Somerst,7050,7
645,1Fam,1Story,9,1766,370878,Somerst,9187,7
651,1Fam,2Story,7,1665,205950,Somerst,8125,7
665,1Fam,1Story,8,2097,423000,Somerst,20896,8
687,1Fam,2Story,7,1761,227875,Somerst,10207,7
688,TwnhsE,2Story,7,1102,148800,Somerst,5105,4
700,TwnhsE,1Story,7,1391,196000,Somerst,4282,5
756,TwnhsE,2Story,6,1471,172500,Somerst,3230,6
759,Twnhs,2Story,7,1501,179400,Somerst,2280,6
763,1Fam,2Story,7,1547,215200,Somerst,8640,7
766,1Fam,1Story,9,1506,264132,Somerst,14587,6
794,1Fam,1Story,8,1496,225000,Somerst,9158,7
806,1Fam,1Story,7,1428,227680,Somerst,12274,6
825,1Fam,1Story,8,1489,232600,Somerst,11216,7
830,Twnhs,2Story,7,1223,147400,Somerst,2544,4
832,TwnhsE,2Story,7,1200,151000,Somerst,3180,4
865,1Fam,1Story,7,1372,250580,Somerst,8640,6
876,1Fam,2Story,8,2610,303477,Somerst,9000,11
886,TwnhsE,1Story,9,1709,328900,Somerst,5119,5
907,1Fam,1Story,8,1636,255000,Somerst,13501,8
915,TwnhsE,2Story,6,1224,173733,Somerst,3000,4
933,1Fam,1Story,9,1905,320000,Somerst,11670,8
938,1Fam,2Story,7,1971,253000,Somerst,9675,8
960,Twnhs,2Story,7,1416,155000,Somerst,2572,6
974,1Fam,1Story,7,1428,182000,Somerst,11639,6
976,Twnhs,2Story,7,1382,165000,Somerst,2651,6
978,TwnhsE,1Story,7,1241,199900,Somerst,4274,4
990,1Fam,2Story,7,1576,197000,Somerst,8125,6
1003,1Fam,1Story,8,1574,232000,Somerst,11957,7
1088,1Fam,2Story,8,1953,252000,Somerst,10574,9
1090,TwnhsE,1Story,8,1247,197000,Somerst,3316,4
1092,Twnhs,2Story,7,1252,160000,Somerst,2160,4
1159,1Fam,1Story,8,1580,235128,Somerst,11932,7
1173,TwnhsE,2Story,7,1250,171900,Somerst,4017,5
1192,Twnhs,2Story,8,1441,174000,Somerst,2645,5
1210,1Fam,1Story,8,1660,290000,Somerst,10182,8
1218,1Fam,1Story,8,1314,229456,Somerst,8640,6
1227,1Fam,2Story,6,1933,214000,Somerst,14598,9
1242,1Fam,1Story,7,1689,248328,Somerst,9849,7
1247,1Fam,2Story,7,1553,186500,Somerst,8125,6
1266,TwnhsE,2Story,7,1452,183900,Somerst,3735,6
1304,1Fam,1Story,7,1616,232000,Somerst,8688,7
1318,TwnhsE,1Story,7,1352,208900,Somerst,4230,5
1325,1Fam,1Story,8,1795,147000,Somerst,9986,7
1331,1Fam,1Story,8,1588,227000,Somerst,10000,7
1359,Twnhs,2Story,6,1573,177500,Somerst,2117,5
1365,TwnhsE,2Story,7,1200,144152,Somerst,3180,4
1366,1Fam,2Story,7,1674,216000,Somerst,7500,7
1375,1Fam,2Story,7,1958,250000,Somerst,10625,9
1404,1Fam,1Story,8,1464,282922,Somerst,15256,6
1443,1Fam,2Story,10,2007,310000,Somerst,11003,10
1452,1Fam,1Story,8,1578,287090,Somerst,9262,7
1455,1Fam,1Story,7,1221,185000,Somerst,7500,6
59,1Fam,2Story,10,2945,438780,StoneBr,13682,10
173,TwnhsE,2Story,7,1767,239000,StoneBr,5306,5
179,1Fam,1Story,9,2234,501837,StoneBr,17423,9
190,TwnhsE,1Story,8,1593,286000,StoneBr,4923,5
337,1Fam,1Story,9,1922,377426,StoneBr,14157,8
379,1Fam,1Story,9,1856,394432,StoneBr,11394,8
471,TwnhsE,1Story,8,1502,212000,StoneBr,6820,4
475,TwnhsE,1Story,8,1652,251000,StoneBr,5330,6
567,1Fam,2Story,9,2504,325000,StoneBr,11198,11
596,1Fam,1Story,8,1826,319000,StoneBr,11302,7
679,1Fam,1Story,8,2046,372500,StoneBr,11844,7
686,TwnhsE,2Story,7,2090,207500,StoneBr,5062,6
689,1Fam,1Story,8,1419,392000,StoneBr,8089,7
703,1Fam,2Story,8,2576,361919,StoneBr,12438,10
713,TwnhsE,1Story,8,1228,189000,StoneBr,4671,5
721,1Fam,1Story,8,1742,275000,StoneBr,6563,5
731,TwnhsE,1Story,8,1616,236500,StoneBr,5389,5
745,TwnhsE,1Story,8,1337,180000,StoneBr,5395,5
770,1Fam,2Story,8,3279,538000,StoneBr,53504,12
1018,TwnhsE,1Story,8,1360,187500,StoneBr,5814,4
1047,1Fam,2Story,9,2868,556581,StoneBr,16056,11
1061,TwnhsE,1Story,8,1338,213500,StoneBr,4920,6
1098,TwnhsE,1Story,8,1088,170000,StoneBr,3696,5
1289,TwnhsE,1Story,8,1659,278000,StoneBr,5664,5
1362,1Fam,1Story,7,1530,260000,StoneBr,16158,7
268,1Fam,2.5Fin,5,2192,179500,SWISU,8400,8
292,2fmCon,2Story,5,1716,135900,SWISU,5687,9
355,1Fam,1.5Fin,6,1595,140000,SWISU,8400,6
381,1Fam,1.5Fin,5,1691,127000,SWISU,5000,6
407,1Fam,1.5Fin,6,1639,115000,SWISU,10480,6
462,1Fam,2Story,7,1135,155000,SWISU,7200,6
566,1Fam,2Story,6,1647,128000,SWISU,6858,6
577,1Fam,1.5Fin,7,1477,145000,SWISU,6292,6
636,2fmCon,2.5Fin,6,3395,200000,SWISU,10896,14
682,1Fam,1.5Fin,5,1520,159434,SWISU,4500,6
800,1Fam,1.5Fin,5,1768,175000,SWISU,7200,7
824,1Fam,1.5Fin,6,1489,139500,SWISU,9900,7
841,1Fam,2Story,6,1482,140000,SWISU,12155,7
884,1Fam,2.5Fin,4,2230,118500,SWISU,6204,10
1010,1Fam,1.5Fin,5,1522,102000,SWISU,6000,7
1031,2fmCon,2Story,5,1928,160000,SWISU,7082,10
1032,1Fam,2.5Fin,7,3082,197000,SWISU,15863,12
1093,1Fam,1.5Fin,6,1694,136500,SWISU,8400,7
1101,1Fam,1Story,2,438,60000,SWISU,8400,3
1131,1Fam,1.5Fin,4,1981,135000,SWISU,7804,7
1235,1Fam,2Story,5,1964,130000,SWISU,8525,7
1285,1Fam,1.5Fin,6,2447,169000,SWISU,9638,10
1361,1Fam,2Story,5,2601,189000,SWISU,9842,8
1377,1Fam,1Story,6,790,91000,SWISU,6292,4
1400,1Fam,1.5Fin,6,1608,137450,SWISU,6171,7
42,1Fam,1Story,5,1328,170000,Timber,16905,5
134,1Fam,1Story,8,1296,220000,Timber,6853,6
158,1Fam,2Story,8,1968,269500,Timber,12003,8
170,1Fam,1Story,8,1707,228000,Timber,16669,6
175,1Fam,1Story,6,1651,184000,Timber,12416,7
314,1Fam,1Story,7,2036,375000,Timber,215245,8
336,2fmCon,1.5Fin,5,1786,228950,Timber,164660,7
341,1Fam,2Story,8,1908,202900,Timber,14191,9
430,1Fam,1Story,6,1412,175000,Timber,11457,6
453,1Fam,2Story,6,1756,204000,Timber,9303,7
531,1Fam,SLvl,6,1509,175000,Timber,10200,5
541,1Fam,1Story,9,1838,315000,Timber,14601,8
573,1Fam,2Story,7,1692,224500,Timber,13159,6
586,1Fam,1Story,8,2028,369900,Timber,11443,7
620,1Fam,2Story,8,2262,305000,Timber,12244,10
693,1Fam,2Story,7,2519,335000,Timber,26178,9
696,1Fam,1Story,6,1137,176000,Timber,13811,5
701,1Fam,1Story,8,1800,312500,Timber,14331,7
732,1Fam,SLvl,7,1146,187500,Timber,9590,6
867,1Fam,1Story,8,1646,248900,Timber,10656,6
882,1Fam,1.5Fin,7,1717,187500,Timber,13758,7
931,1Fam,1Story,8,1466,201000,Timber,8925,7
945,1Fam,SLvl,6,1344,137500,Timber,14375,7
948,1Fam,1Story,8,1629,270000,Timber,14536,9
965,1Fam,2Story,7,1894,214900,Timber,11316,8
1025,1Fam,1Story,8,2898,287000,Timber,15498,10
1028,1Fam,1Story,8,1646,293077,Timber,9520,7
1037,1Fam,1Story,9,1620,315500,Timber,12898,6
1181,1Fam,2Story,7,2514,250000,Timber,11170,8
1185,1Fam,1Story,5,1572,186700,Timber,35133,5
1240,1Fam,1Story,8,1484,265900,Timber,9037,6
1268,1Fam,1Story,9,2018,378500,Timber,13214,10
1282,1Fam,1Story,7,1339,180000,Timber,8049,6
1348,1Fam,1Story,8,1776,283463,Timber,15306,7
1376,1Fam,1Story,8,1571,239000,Timber,10991,7
1380,1Fam,SLvl,5,1394,167500,Timber,9735,7
1396,1Fam,2Story,8,2482,281213,Timber,12665,9
1397,1Fam,1Story,5,1687,160000,Timber,57200,7
2,1Fam,1Story,6,1262,181500,Veenker,9600,6
54,1Fam,1Story,9,1842,385000,Veenker,50271,5
161,1Fam,1Story,6,1232,162500,Veenker,11120,6
327,TwnhsE,1Story,8,1719,324000,Veenker,10846,6
401,TwnhsE,1Story,8,1288,245500,Veenker,14963,4
673,1Fam,1Story,6,1208,165000,Veenker,11250,6
765,TwnhsE,1Story,8,1494,270000,Veenker,9549,6
850,1Fam,SLvl,6,1855,187000,Veenker,9600,7
1156,1Fam,1Story,5,1437,218000,Veenker,10768,6
1165,1Fam,SLvl,5,1432,194000,Veenker,16157,5
1254,1Fam,2Story,7,2167,294000,Veenker,17542,9
