survived,sex,age,sibsp,parch,fare,embarked,pclass
1,male,29.69911764705882,0,0,8.1125,S,Third
1,male,4.0,0,2,81.8583,S,First
1,female,13.0,0,1,19.5,S,Second
1,male,34.0,0,0,26.55,S,First
1,female,5.0,2,1,19.2583,C,Third
1,male,52.0,0,0,30.5,S,First
0,male,36.0,1,2,27.75,S,Second
0,male,29.69911764705882,1,0,19.9667,S,Third
0,male,30.0,0,0,27.75,C,First
1,male,49.0,1,0,89.1042,C,First
0,male,29.69911764705882,0,0,8.05,S,Third
1,male,29.0,0,0,7.8958,C,Third
0,male,65.0,0,0,26.55,S,First
1,female,29.69911764705882,1,0,51.8625,S,First
1,female,50.0,0,0,10.5,S,Second
0,male,29.69911764705882,0,0,7.75,Q,Third
1,male,48.0,0,0,26.55,S,First
0,male,34.0,0,0,8.05,S,Third
0,male,47.0,0,0,38.5,S,First
0,male,48.0,0,0,13.0,S,Second
0,male,29.69911764705882,0,0,8.05,S,Third
0,male,38.0,0,0,7.05,S,Third
0,male,29.69911764705882,0,0,0.0,S,Second
0,male,56.0,0,0,26.55,S,First
0,male,29.69911764705882,0,0,7.725,Q,Third
1,female,0.75,2,1,19.2583,C,Third
0,male,29.69911764705882,0,0,7.25,S,Third
0,male,38.0,0,0,8.6625,S,Third
1,female,33.0,1,2,27.75,S,Second
1,female,23.0,0,0,13.7917,C,Second
0,female,22.0,0,0,9.8375,S,Third
0,male,29.69911764705882,0,0,52.0,S,First
0,male,34.0,1,0,21.0,S,Second
0,male,29.0,1,0,7.0458,S,Third
0,male,22.0,0,0,7.5208,S,Third
1,female,2.0,0,1,12.2875,S,Third
0,male,9.0,5,2,46.9,S,Third
0,male,29.69911764705882,0,0,0.0,S,Second
0,male,50.0,0,0,8.05,S,Third
1,female,63.0,0,0,9.5875,S,Third
1,male,25.0,1,0,91.0792,C,First
0,female,29.69911764705882,3,1,25.4667,S,Third
1,female,35.0,1,0,90.0,S,First
0,male,58.0,0,0,29.7,C,First
0,male,30.0,0,0,8.05,S,Third
1,male,9.0,1,1,15.9,S,Third
0,male,29.69911764705882,1,0,19.9667,S,Third
0,male,21.0,0,0,7.25,S,Third
0,male,55.0,0,0,30.5,S,First
0,male,71.0,0,0,49.5042,C,First
0,male,21.0,0,0,8.05,S,Third
0,male,29.69911764705882,0,0,14.4583,C,Third
1,female,54.0,1,0,78.2667,C,First
0,male,29.69911764705882,0,0,15.1,S,Third
0,female,25.0,1,2,151.55,S,First
0,male,24.0,0,0,7.7958,S,Third
0,male,17.0,0,0,8.6625,S,Third
0,female,21.0,0,0,7.75,Q,Third
0,female,29.69911764705882,0,0,7.6292,Q,Third
0,female,37.0,0,0,9.5875,S,Third
1,female,16.0,0,0,86.5,S,First
0,male,18.0,1,0,108.9,C,First
1,female,33.0,0,2,26.0,S,Second
1,male,29.69911764705882,0,0,26.55,S,First
0,male,28.0,0,0,22.525,S,Third
1,male,26.0,0,0,56.4958,S,Third
1,male,29.0,0,0,7.75,Q,Third
0,male,29.69911764705882,0,0,8.05,S,Third
1,male,36.0,0,0,26.2875,S,First
1,female,54.0,1,0,59.4,C,First
0,male,24.0,0,0,7.4958,S,Third
0,male,47.0,0,0,34.0208,S,First
1,female,34.0,0,0,10.5,S,Second
0,male,29.69911764705882,0,0,24.15,Q,Third
1,female,36.0,1,0,26.0,S,Second
0,male,32.0,0,0,7.8958,S,Third
1,female,30.0,0,0,93.5,S,First
0,male,22.0,0,0,7.8958,S,Third
0,male,29.69911764705882,0,0,7.225,C,Third
1,female,44.0,0,1,57.9792,C,First
0,male,29.69911764705882,0,0,7.2292,C,Third
0,male,40.5,0,0,7.75,Q,Third
1,female,50.0,0,0,10.5,S,Second
0,male,29.69911764705882,0,0,221.7792,S,First
0,male,39.0,0,0,7.925,S,Third
0,male,23.0,2,1,11.5,S,Second
1,female,2.0,1,1,26.0,S,Second
0,male,29.69911764705882,0,0,7.2292,C,Third
0,male,17.0,1,1,7.2292,C,Third
1,female,29.69911764705882,0,2,22.3583,C,Third
0,female,30.0,0,0,8.6625,S,Third
1,female,7.0,0,2,26.25,S,Second
0,male,45.0,0,0,26.55,S,First
1,female,30.0,0,0,106.425,C,First
0,male,29.69911764705882,0,0,14.5,S,Third
1,female,22.0,0,2,49.5,C,First
1,female,36.0,0,2,71.0,S,First
0,female,9.0,4,2,31.275,S,Third
0,female,11.0,4,2,31.275,S,Third
1,male,32.0,1,0,26.0,S,Second
0,male,50.0,1,0,106.425,C,First
0,male,64.0,0,0,26.0,S,First
1,female,19.0,1,0,26.0,S,Second
1,male,29.69911764705882,0,0,13.8625,C,Second
0,male,33.0,1,1,20.525,S,Third
1,male,8.0,1,1,36.75,S,Second
1,male,17.0,0,2,110.8833,C,First
0,male,27.0,0,0,26.0,S,Second
0,male,29.69911764705882,0,0,7.8292,Q,Third
1,male,22.0,0,0,7.225,C,Third
1,female,22.0,0,0,7.775,S,Third
0,male,62.0,0,0,26.55,S,First
1,female,48.0,1,0,39.6,C,First
0,male,29.69911764705882,0,0,227.525,C,First
1,female,39.0,1,1,79.65,S,First
1,female,36.0,1,0,17.4,S,Third
0,male,29.69911764705882,0,0,7.75,Q,Third
0,male,40.0,0,0,7.8958,S,Third
0,male,28.0,0,0,13.5,S,Second
0,male,29.69911764705882,0,0,8.05,S,Third
0,female,29.69911764705882,0,0,8.05,S,Third
0,male,24.0,2,0,24.15,S,Third
0,male,19.0,0,0,7.8958,S,Third
0,female,29.0,0,4,21.075,S,Third
0,male,29.69911764705882,0,0,7.2292,C,Third
1,male,32.0,0,0,7.8542,S,Third
1,male,62.0,0,0,10.5,S,Second
1,female,53.0,2,0,51.4792,S,First
1,male,36.0,0,0,26.3875,S,First
1,female,29.69911764705882,0,0,7.75,Q,Third
0,male,16.0,0,0,8.05,S,Third
0,male,19.0,0,0,14.5,S,Third
1,female,34.0,0,0,13.0,S,Second
1,female,39.0,1,0,55.9,S,First
0,female,29.69911764705882,1,0,14.4583,C,Third
1,male,32.0,0,0,7.925,S,Third
1,female,25.0,1,1,30.0,S,Second
1,female,39.0,1,1,110.8833,C,First
0,male,54.0,0,0,26.0,S,Second
0,male,36.0,0,0,40.125,C,First
0,male,29.69911764705882,0,0,8.7125,C,Third
1,female,18.0,0,2,79.65,S,First
0,male,47.0,0,0,15.0,S,Second
1,male,60.0,1,1,79.2,C,First
0,male,22.0,0,0,8.05,S,Third
0,male,29.69911764705882,0,0,8.05,S,Third
0,male,35.0,0,0,7.125,S,Third
1,female,52.0,1,0,78.2667,C,First
0,male,47.0,0,0,7.25,S,Third
0,female,29.69911764705882,0,2,7.75,Q,Third
0,male,37.0,1,0,26.0,S,Second
0,male,36.0,1,1,24.15,S,Third
1,female,29.69911764705882,0,0,33.0,S,Second
0,male,49.0,0,0,0.0,S,Third
0,male,29.69911764705882,0,0,7.225,C,Third
1,male,49.0,1,0,56.9292,C,First
1,female,24.0,2,1,27.0,S,Second
0,male,29.69911764705882,0,0,7.8958,S,Third
0,male,29.69911764705882,0,0,42.4,S,First
0,male,44.0,0,0,8.05,S,Third
1,male,35.0,0,0,26.55,C,First
0,male,36.0,1,0,15.55,S,Third
0,male,30.0,0,0,7.8958,S,Third
1,male,27.0,0,0,30.5,S,First
1,female,22.0,1,2,41.5792,C,Second
1,female,40.0,0,0,153.4625,S,First
0,female,39.0,1,5,31.275,S,Third
0,male,29.69911764705882,0,0,7.05,S,Third
1,female,29.69911764705882,1,0,15.5,Q,Third
0,male,29.69911764705882,0,0,7.75,Q,Third
0,male,35.0,0,0,8.05,S,Third
1,female,24.0,1,2,65.0,S,Second
0,male,34.0,1,1,14.4,S,Third
0,female,26.0,1,0,16.1,S,Third
1,female,4.0,2,1,39.0,S,Second
0,male,26.0,0,0,10.5,S,Second
0,male,27.0,1,0,14.4542,C,Third
1,male,42.0,1,0,52.5542,S,First
1,male,20.0,1,1,15.7417,C,Third
0,male,21.0,0,0,7.8542,S,Third
0,male,21.0,0,0,16.1,S,Third
0,male,61.0,0,0,32.3208,S,First
0,male,57.0,0,0,12.35,Q,Second
1,female,21.0,0,0,77.9583,S,First
0,male,26.0,0,0,7.8958,S,Third
0,male,29.69911764705882,0,0,7.7333,Q,Third
1,male,80.0,0,0,30.0,S,First
0,male,51.0,0,0,7.0542,S,Third
1,male,32.0,0,0,30.5,C,First
0,male,29.69911764705882,0,0,0.0,S,First
0,female,9.0,3,2,27.9,S,Third
1,female,28.0,0,0,13.0,S,Second
0,male,32.0,0,0,7.925,S,Third
0,male,31.0,1,1,26.25,S,Second
0,female,41.0,0,5,39.6875,S,Third
0,male,29.69911764705882,1,0,16.1,S,Third
0,male,20.0,0,0,7.8542,S,Third
1,female,24.0,0,0,69.3,C,First
0,female,2.0,3,2,27.9,S,Third
1,male,29.69911764705882,0,0,56.4958,S,Third
1,female,0.75,2,1,19.2583,C,Third
1,male,48.0,1,0,76.7292,C,First
0,male,19.0,0,0,7.8958,S,Third
1,male,56.0,0,0,35.5,C,First
0,male,29.69911764705882,0,0,7.55,S,Third
1,female,23.0,0,0,7.55,S,Third
0,male,29.69911764705882,0,0,7.8958,S,Third
1,female,18.0,0,1,23.0,S,Second
0,male,21.0,0,0,8.4333,S,Third
1,female,29.69911764705882,0,0,7.8292,Q,Third
0,female,18.0,0,0,6.75,Q,Third
0,male,24.0,2,0,73.5,S,Second
0,male,29.69911764705882,0,0,7.8958,S,Third
0,female,32.0,1,1,15.5,Q,Third
0,male,23.0,0,0,13.0,S,Second
0,male,58.0,0,2,113.275,C,First
1,male,50.0,2,0,133.65,S,First
0,male,40.0,0,0,7.225,C,Third
0,male,47.0,0,0,25.5875,S,First
0,male,36.0,0,0,7.4958,S,Third
1,male,20.0,1,0,7.925,S,Third
0,male,32.0,2,0,73.5,S,Second
0,male,25.0,0,0,13.0,S,Second
0,male,29.69911764705882,0,0,7.775,S,Third
0,male,43.0,0,0,8.05,S,Third
1,female,29.69911764705882,1,0,52.0,S,First
1,female,40.0,1,1,39.0,S,Second
0,male,31.0,1,0,52.0,S,First
0,male,70.0,0,0,10.5,S,Second
1,male,31.0,0,0,13.0,S,Second
0,male,29.69911764705882,0,0,0.0,S,Second
0,male,18.0,0,0,7.775,S,Third
0,male,24.5,0,0,8.05,S,Third
1,female,18.0,0,0,9.8417,S,Third
0,female,43.0,1,6,46.9,S,Third
1,male,36.0,0,1,512.3292,C,First
0,female,29.69911764705882,0,0,8.1375,Q,Third
1,male,27.0,0,0,76.7292,C,First
0,male,20.0,0,0,9.225,S,Third
0,male,14.0,5,2,46.9,S,Third
0,male,60.0,1,1,39.0,S,Second
0,male,25.0,1,2,41.5792,C,Second
0,male,14.0,4,1,39.6875,S,Third
0,male,19.0,0,0,10.1708,S,Third
0,male,18.0,0,0,7.7958,S,Third
1,female,15.0,0,1,211.3375,S,First
1,male,31.0,1,0,57.0,S,First
1,female,4.0,0,1,13.4167,C,Third
1,male,29.69911764705882,0,0,56.4958,S,Third
0,male,25.0,0,0,7.225,C,Third
0,male,60.0,0,0,26.55,S,First
0,male,52.0,0,0,13.5,S,Second
0,male,44.0,0,0,8.05,S,Third
1,female,29.69911764705882,0,0,7.7333,Q,Third
0,male,49.0,1,1,110.8833,C,First
0,male,42.0,0,0,7.65,S,Third
1,female,18.0,1,0,227.525,C,First
1,male,35.0,0,0,26.2875,S,First
0,female,18.0,0,1,14.4542,C,Third
0,male,25.0,0,0,7.7417,Q,Third
0,male,26.0,1,0,7.8542,S,Third
0,male,39.0,0,0,26.0,S,Second
1,female,45.0,0,0,13.5,S,Second
1,male,42.0,0,0,26.2875,S,First
1,female,22.0,0,0,151.55,S,First
1,male,29.69911764705882,1,1,15.2458,C,Third
1,female,24.0,0,0,49.5042,C,First
0,male,29.69911764705882,0,0,26.55,S,First
1,male,48.0,1,0,52.0,S,First
0,male,29.0,0,0,9.4833,S,Third
0,male,52.0,0,0,13.0,S,Second
0,male,19.0,0,0,7.65,S,Third
1,female,38.0,0,0,227.525,C,First
1,female,27.0,0,0,10.5,S,Second
0,male,29.69911764705882,0,0,15.5,Q,Third
0,male,33.0,0,0,7.775,S,Third
1,female,6.0,0,1,33.0,S,Second
0,male,17.0,1,0,7.0542,S,Third
0,male,34.0,0,0,13.0,S,Second
0,male,50.0,0,0,13.0,S,Second
1,male,27.0,1,0,53.1,S,First
0,male,20.0,0,0,8.6625,S,Third
1,female,30.0,3,0,21.0,S,Second
1,female,29.69911764705882,0,0,7.7375,Q,Third
0,male,25.0,1,0,26.0,S,Second
0,female,25.0,1,0,7.925,S,Third
1,female,29.0,0,0,211.3375,S,First
0,male,11.0,0,0,18.7875,C,Third
0,male,29.69911764705882,0,0,0.0,S,Second
0,male,23.0,0,0,13.0,S,Second
0,male,23.0,0,0,13.0,S,Second
0,male,28.5,0,0,16.1,S,Third
0,female,48.0,1,3,34.375,S,Third
1,male,35.0,0,0,512.3292,C,First
0,male,29.69911764705882,0,0,7.8958,S,Third
0,male,29.69911764705882,0,0,7.8958,S,Third
1,male,29.69911764705882,0,0,30.0,S,First
0,male,36.0,1,0,78.85,S,First
1,female,21.0,2,2,262.375,C,First
0,male,24.0,1,0,16.1,S,Third
1,male,31.0,0,0,7.925,S,Third
0,male,70.0,1,1,71.0,S,First
0,male,16.0,1,1,20.25,S,Third
1,female,30.0,0,0,13.0,S,Second
0,male,19.0,1,0,53.1,S,First
0,male,31.0,0,0,7.75,Q,Third
1,female,4.0,1,1,23.0,S,Second
1,male,6.0,0,1,12.475,S,Third
0,male,33.0,0,0,9.5,S,Third
0,male,23.0,0,0,7.8958,S,Third
1,female,48.0,1,2,65.0,S,Second
1,male,0.67,1,1,14.5,S,Second
0,male,28.0,0,0,7.7958,S,Third
0,male,18.0,0,0,11.5,S,Second
0,male,34.0,0,0,8.05,S,Third
1,female,33.0,0,0,86.5,S,First
0,male,29.69911764705882,0,0,14.5,S,Third
0,male,41.0,0,0,7.125,S,Third
1,male,20.0,0,0,7.2292,C,Third
1,female,36.0,1,2,120.0,S,First
0,male,16.0,0,0,7.775,S,Third
1,female,51.0,1,0,77.9583,S,First
0,male,29.69911764705882,0,0,39.6,C,First
0,female,30.5,0,0,7.75,Q,Third
0,male,29.69911764705882,1,0,24.15,Q,Third
0,male,32.0,0,0,8.3625,S,Third
0,male,24.0,0,0,9.5,S,Third
0,male,48.0,0,0,7.8542,S,Third
0,female,57.0,0,0,10.5,S,Second
0,male,29.69911764705882,0,0,7.225,C,Third
1,female,54.0,1,3,23.0,S,Second
0,male,18.0,0,0,7.75,S,Third
0,male,29.69911764705882,0,0,7.75,Q,Third
1,female,5.0,0,0,12.475,S,Third
0,male,29.69911764705882,0,0,7.7375,Q,Third
1,female,43.0,0,1,211.3375,S,First
1,female,13.0,0,0,7.2292,C,Third
1,female,17.0,1,0,57.0,S,First
0,male,29.0,0,0,30.0,S,First
0,male,29.69911764705882,1,2,23.45,S,Third
0,male,25.0,0,0,7.05,S,Third
0,male,25.0,0,0,7.25,S,Third
1,female,18.0,0,0,7.4958,S,Third
0,male,8.0,4,1,29.125,Q,Third
1,male,1.0,1,2,20.575,S,Third
0,male,46.0,0,0,79.2,C,First
0,male,29.69911764705882,0,0,7.75,Q,Third
0,male,16.0,0,0,26.0,S,Second
0,female,29.69911764705882,8,2,69.55,S,Third
0,male,29.69911764705882,0,0,30.6958,C,First
0,male,25.0,0,0,7.8958,S,Third
0,male,39.0,0,0,13.0,S,Second
1,female,49.0,0,0,25.9292,S,First
1,female,31.0,0,0,8.6833,S,Third
0,male,30.0,0,0,7.2292,C,Third
0,female,30.0,1,1,24.15,S,Third
0,male,34.0,0,0,13.0,S,Second
1,female,31.0,1,1,26.25,S,Second
1,male,11.0,1,2,120.0,S,First
1,male,0.42,0,1,8.5167,C,Third
1,male,27.0,0,0,6.975,S,Third
0,male,31.0,0,0,7.775,S,Third
0,male,39.0,0,0,0.0,S,First
0,female,18.0,0,0,7.775,S,Third
0,male,39.0,0,0,13.0,S,Second
1,female,33.0,1,0,53.1,S,First
0,male,26.0,0,0,7.8875,S,Third
0,male,39.0,0,0,24.15,S,Third
0,male,35.0,0,0,10.5,S,Second
0,female,6.0,4,2,31.275,S,Third
0,male,30.5,0,0,8.05,S,Third
0,male,29.69911764705882,0,0,0.0,S,First
0,female,23.0,0,0,7.925,S,Third
0,male,31.0,1,1,37.0042,C,Second
0,male,43.0,0,0,6.45,S,Third
0,male,10.0,3,2,27.9,S,Third
1,female,52.0,1,1,93.5,S,First
1,male,27.0,0,0,8.6625,S,Third
0,male,38.0,0,0,0.0,S,First
1,female,27.0,0,1,12.475,S,Third
0,male,2.0,4,1,39.6875,S,Third
0,male,29.69911764705882,0,0,6.95,Q,Third
0,male,29.69911764705882,0,0,56.4958,S,Third
1,male,1.0,0,2,37.0042,C,Second
1,male,29.69911764705882,0,0,7.75,Q,Third
1,female,62.0,0,0,80.0,,First
1,female,15.0,1,0,14.4542,C,Third
1,male,0.83,1,1,18.75,S,Second
0,male,29.69911764705882,0,0,7.2292,C,Third
0,male,23.0,0,0,7.8542,S,Third
0,male,18.0,0,0,8.3,S,Third
1,female,39.0,1,1,83.1583,C,First
0,male,21.0,0,0,8.6625,S,Third
0,male,29.69911764705882,0,0,8.05,S,Third
1,male,32.0,0,0,56.4958,S,Third
1,male,29.69911764705882,0,0,29.7,C,First
0,male,20.0,0,0,7.925,S,Third
0,male,16.0,0,0,10.5,S,Second
1,female,30.0,0,0,31.0,C,First
0,male,34.5,0,0,6.4375,C,Third
0,male,17.0,0,0,8.6625,S,Third
0,male,42.0,0,0,7.55,S,Third
0,male,29.69911764705882,8,2,69.55,S,Third
0,male,35.0,0,0,7.8958,C,Third
0,male,28.0,0,1,33.0,S,Second
1,female,29.69911764705882,1,0,89.1042,C,First
0,male,4.0,4,2,31.275,S,Third
0,male,74.0,0,0,7.775,S,Third
0,female,9.0,1,1,15.2458,C,Third
1,female,16.0,0,1,39.4,S,First
0,female,44.0,1,0,26.0,S,Second
1,female,18.0,0,1,9.35,S,Third
1,female,45.0,1,1,164.8667,S,First
1,male,51.0,0,0,26.55,S,First
1,female,24.0,0,3,19.2583,C,Third
0,male,29.69911764705882,0,0,7.2292,C,Third
0,male,41.0,2,0,14.1083,S,Third
0,male,21.0,1,0,11.5,S,Second
1,female,48.0,0,0,25.9292,S,First
0,female,29.69911764705882,8,2,69.55,S,Third
0,male,24.0,0,0,13.0,S,Second
1,female,42.0,0,0,13.0,S,Second
1,female,27.0,1,0,13.8583,C,Second
0,male,31.0,0,0,50.4958,S,First
0,male,29.69911764705882,0,0,9.5,S,Third
1,male,4.0,1,1,11.1333,S,Third
0,male,26.0,0,0,7.8958,S,Third
1,female,47.0,1,1,52.5542,S,First
0,male,33.0,0,0,5.0,S,First
0,male,47.0,0,0,9.0,S,Third
1,female,28.0,1,0,24.0,C,Second
1,female,15.0,0,0,7.225,C,Third
0,male,20.0,0,0,9.8458,S,Third
0,male,19.0,0,0,7.8958,S,Third
0,male,29.69911764705882,0,0,7.8958,S,Third
1,female,56.0,0,1,83.1583,C,First
1,female,25.0,0,1,26.0,S,Second
0,male,33.0,0,0,7.8958,S,Third
0,female,22.0,0,0,10.5167,S,Third
0,male,28.0,0,0,10.5,S,Second
0,male,25.0,0,0,7.05,S,Third
0,female,39.0,0,5,29.125,Q,Third
0,male,27.0,0,0,13.0,S,Second
1,female,19.0,0,0,30.0,S,First
0,female,29.69911764705882,1,2,23.45,S,Third
1,male,26.0,0,0,30.0,C,First
0,male,32.0,0,0,7.75,Q,Third
